"Lower" "Upper"
"SRR16644607" 2019.41369863014 2019.49589041096
"SRR16999318" 2019.58082191781 2019.66301369863
"SRR16999645" 2019.16164383562 2019.24657534247
"GCGS1082" 2007 2008
"GCGS1083" 2007 2008
"GCGS0329" 2005 2006
"GCGS1022" 2007 2008
"GCGS1034" 2007 2008
"GCGS0417" 2005 2006
"GCGS0254" 2005 2006
"GCGS0289" 2005 2006
"GCGS0391" 2005 2006
"GCGS0299" 2005 2006
"GCGS0267" 2005 2006
"GCGS0271" 2005 2006
"GCGS0272" 2005 2006
"GCGS0392" 2005 2006
"GCGS0435" 2006 2007
"GCGS0447" 2006 2007
"GCGS0691" 2005 2006
"GCGS0635" 2006 2007
"GCGS0285" 2006 2007
"GCGS0380" 2005 2006
"GCGS0751" 2005 2006
"GCGS0288" 2004 2005
"GCGS0323" 2004 2005
"GCGS0264" 2004 2005
"GCGS0705" 2003 2004
"GCGS0247" 2005 2006
"GCGS0567" 2005 2006
"GCGS0269" 2004 2005
"GCGS0341" 2004 2005
"GCGS0343" 2004 2005
"GCGS0342" 2004 2005
"GCGS0340" 2004 2005
"GCGS0524" 2000 2001
"GCGS0356" 2001 2002
"GCGS0578" 2002 2003
"GCGS0581" 2002 2003
"GCGS0249" 2000 2001
"GCGS0374" 2000 2001
"GCGS0275" 2000 2001
"GCGS0276" 2000 2001
"GCGS0409" 2002 2003
"GCGS0470" 2011 2012
"SRR17188734" 2019.91506849315 2019.99726027397
"SRR5235365" 2016 2017
"SRR8079752" 2016 2017
"SRR8079703" 2016 2017
"SRR8079749" 2016 2017
"GCGS0604" 2012 2013
"GCGS0745" 2012 2013
"GCGS1081" 2008 2009
"GCGS0577" 2002 2003
"GCGS1062" 2007 2008
"GCGS0018" 2009 2010
"GCGS0120" 2009 2010
"GCGS0176" 2010 2011
"GCGS0467" 2011 2012
"GCGS0230" 2010 2011
"GCGS0226" 2010 2011
"GCGS0694" 2010 2011
"GCGS0204" 2010 2011
"GCGS0202" 2009 2010
"GCGS0224" 2009 2010
"GCGS0198" 2009 2010
"GCGS0038" 2009 2010
"GCGS0136" 2010 2011
"GCGS0128" 2010 2011
"GCGS0138" 2010 2011
"GCGS0083" 2009 2010
"GCGS0084" 2009 2010
"GCGS0354" 2012 2013
"GCGS0126" 2010 2011
"GCGS0593" 2011 2012
"GCGS0643" 2012 2013
"GCGS0338" 2012 2013
"GCGS0550" 2012 2013
"GCGS0560" 2012 2013
"GCGS0468" 2011 2012
"GCGS0670" 2013 2014
"GCGS0857" 2011 2012
"SRR8071013" 2014 2015
"GCGS0316" 2013 2014
"GCGS0827" 2013 2014
"SRR16644447" 2019.58082191781 2019.66301369863
"GCGS0584" 2013 2014
"GCGS0583" 2013 2014
"SRR5235175" 2016 2017
"SRR9985676" 2017 2018
"SRR11904261" 2018.83287671233 2018.83287671233
"SRR16644326" 2019 2019.08493150685
"SRR11904308" 2018.75068493151 2018.75068493151
"SRR16999696" 2019.91506849315 2019.99726027397
"SRR11904412" 2018.58356164384 2018.58356164384
"SRR9985841" 2017 2018
"SRR9985898" 2017 2018
"SRR9985729" 2017 2018
"SRR16644394" 2019.58082191781 2019.66301369863
"SRR11904176" 2018.83287671233 2018.83287671233
"SRR9985929" 2017 2018
"SRR11904196" 2018.75068493151 2018.75068493151
"SRR8172099" 2018.08767123288 2018.08767123288
"SRR11904570" 2018.49863013699 2018.49863013699
"SRR9877916" 2018.91780821918 2018.91780821918
"SRR12612592" 2019.74794520548 2019.8301369863
"SRR16999486" 2019.8301369863 2019.91506849315
"SRR11724369" 2019.66301369863 2019.74794520548
"SRR16644065" 2019 2019.08493150685
"SRR17188735" 2019.91506849315 2019.99726027397
"SRR16644414" 2019.66301369863 2019.74794520548
"SRR8833658" 2018.16438356164 2018.16438356164
"SRR5990354" 2015 2016
"SRR5235170" 2016 2017
"SRR9985830" 2017 2018
"SRR9985949" 2017 2018
"SRR8833604" 2018.08767123288 2018.08767123288
"SRR16999715" 2019.74794520548 2019.8301369863
"SRR11904858" 2018.08767123288 2018.08767123288
"SRR16644528" 2019.49589041096 2019.58082191781
"SRR8171985" 2018.00273972603 2018.00273972603
"SRR12612878" 2019.91506849315 2019.99726027397
"SRR8071185" 2015 2016
"SRR11904482" 2018.41643835616 2018.41643835616
"SRR11904920" 2018.91780821918 2018.91780821918
"SRR9877744" 2018.66575342466 2018.66575342466
"SRR11724797" 2019.24657534247 2019.32876712329
"SRR11904516" 2018.58356164384 2018.58356164384
"SRR9985881" 2017 2018
"SRR11904774" 2018.58356164384 2018.58356164384
"SRR12612874" 2019.91506849315 2019.99726027397
"SRR11904903" 2018.83287671233 2018.83287671233
"SRR8833510" 2018.33150684932 2018.33150684932
"SRR16644522" 2019.24657534247 2019.32876712329
"SRR16644113" 2019.32876712329 2019.41369863014
"SRR11904519" 2018.49863013699 2018.49863013699
"SRR9877999" 2018.75068493151 2018.75068493151
"SRR8071024" 2014 2015
"SRR8071025" 2014 2015
"SRR11903873" 2018.49863013699 2018.49863013699
"SRR16643947" 2019.58082191781 2019.66301369863
"SRR8833565" 2018.24931506849 2018.24931506849
"SRR8833571" 2018.24931506849 2018.24931506849
"SRR9877819" 2018.75068493151 2018.75068493151
"SRR9878031" 2018.83287671233 2018.83287671233
"SRR11698361" 2019.41369863014 2019.49589041096
"SRR11699087" 2019.16164383562 2019.24657534247
"SRR11699088" 2019.16164383562 2019.24657534247
"SRR11725028" 2019.66301369863 2019.74794520548
"SRR17188733" 2019.91506849315 2019.99726027397
"SRR11904511" 2018.83287671233 2018.83287671233
"SRR8071176" 2016 2017
"SRR8071184" 2015 2016
"SRR16999730" 2019.8301369863 2019.91506849315
"SRR16644215" 2019.66301369863 2019.74794520548
"SRR8071327" 2015 2016
"SRR16643945" 2019.58082191781 2019.66301369863
"SRR8903322" 2018.08767123288 2018.08767123288
"SRR8071375" 2014 2015
"SRR9985894" 2017 2018
"SRR8079741" 2016 2017
"SRR16644079" 2019 2019.08493150685
"SRR16643950" 2019.58082191781 2019.66301369863
"SRR11903994" 2018.24931506849 2018.24931506849
"SRR16644590" 2019.24657534247 2019.32876712329
"SRR9985902" 2017 2018
"SRR16999742" 2019.91506849315 2019.99726027397
"SRR11904782" 2018.91780821918 2018.91780821918
"SRR9878038" 2018.83287671233 2018.83287671233
"SRR11698528" 2019.24657534247 2019.32876712329
"SRR11698579" 2019.08493150685 2019.16164383562
"SRR16644043" 2019.74794520548 2019.8301369863
"SRR11699090" 2019.16164383562 2019.24657534247
"SRR9878334" 2018.66575342466 2018.66575342466
"SRR11698279" 2019 2019.08493150685
"SRR11698581" 2019.08493150685 2019.16164383562
"SRR11904786" 2018.91780821918 2018.91780821918
"SRR9877759" 2018.66575342466 2018.66575342466
"SRR9878034" 2018.83287671233 2018.83287671233
"SRR11698860" 2019.24657534247 2019.32876712329
"SRR11698446" 2019.32876712329 2019.41369863014
"SRR11698281" 2019 2019.08493150685
"SRR9877821" 2018.75068493151 2018.75068493151
"SRR11698721" 2019.49589041096 2019.58082191781
"SRR11698722" 2019.49589041096 2019.58082191781
"SRR11725082" 2019.58082191781 2019.66301369863
"SRR11903936" 2018.41643835616 2018.41643835616
"SRR16999478" 2019.8301369863 2019.91506849315
"SRR11904352" 2018.66575342466 2018.66575342466
"SRR11698397" 2019.41369863014 2019.49589041096
"SRR16644208" 2019.32876712329 2019.41369863014
"SRR16999343" 2019.8301369863 2019.91506849315
"SRR16999565" 2019.58082191781 2019.66301369863
"SRR9985681" 2017 2018
"SRR8071299" 2016 2017
"SRR16644677" 2019.32876712329 2019.41369863014
"SRR8071250" 2016 2017
"SRR16999745" 2019 2019.08493150685
"GCGS0455" 2012 2013
"GCGS0660" 2013 2014
"GCGS0545" 2012 2013
"GCGS0564" 2013 2014
"GCGS0378" 2012 2013
"GCGS0379" 2012 2013
"GCGS0372" 2013 2014
"GCGS0642" 2012 2013
"GCGS0701" 2012 2013
"GCGS0228" 2009 2010
"GCGS0665" 2009 2010
"GCGS0096" 2010 2011
"GCGS0098" 2010 2011
"GCGS0332" 2011 2012
"GCGS0482" 2011 2012
"GCGS0484" 2011 2012
"GCGS0485" 2012 2013
"GCGS0401" 2010 2011
"GCGS0156" 2010 2011
"GCGS0174" 2010 2011
"GCGS0433" 2013 2014
"SRR11903921" 2018.08767123288 2018.08767123288
"SRR16643951" 2019.58082191781 2019.66301369863
"SRR8071057" 2016 2017
"SRR11903949" 2018.41643835616 2018.41643835616
"SRR11904092" 2018.16438356164 2018.16438356164
"SRR5235282" 2016 2017
"SRR8070999" 2016 2017
"SRR11724848" 2019.66301369863 2019.74794520548
"SRR11698333" 2019.08493150685 2019.16164383562
"GCGS0192" 2010 2011
"GCGS0371" 2012 2013
"SRR5989348" 2017 2018
"SRR8071210" 2015 2016
"GCGS0696" 2011 2012
"GCGS0698" 2011 2012
"GCGS0582" 2013 2014
"GCGS0657" 2012 2013
"GCGS0732" 2012 2013
"SRR8903337" 2018.16438356164 2018.16438356164
"GCGS0681" 2013 2014
"GCGS0110" 2010 2011
"GCGS0518" 2013 2014
"GCGS0458" 2013 2014
"GCGS0661" 2013 2014
"GCGS0789" 2013 2014
"GCGS0477" 2013 2014
"GCGS0644" 2013 2014
"SRR8071137" 2015 2016
"SRR9985930" 2017 2018
"SRR11904322" 2018.66575342466 2018.66575342466
"SRR9985685" 2017 2018
"SRR8071087" 2015 2016
"SRR8071416" 2015 2016
"SRR9878206" 2018.49863013699 2018.49863013699
"SRR5235368" 2016 2017
"GCGS0544" 2012 2013
"SRR9985829" 2017 2018
"SRR11904769" 2018.08767123288 2018.08767123288
"SRR16643953" 2019.58082191781 2019.66301369863
"GCGS0422" 2012 2013
"GCGS0426" 2013 2014
"GCGS0747" 2013 2014
"GCGS0645" 2013 2014
"SRR11904942" 2018.24931506849 2018.24931506849
"SRR7401681" 2016 2017
"GCGS0355" 2013 2014
"GCGS0402" 2013 2014
"GCGS0611" 2013 2014
"GCGS0405" 2013 2014
"GCGS0404" 2013 2014
"GCGS0403" 2013 2014
"GCGS0587" 2013 2014
"SRR9985651" 2017 2018
"SRR9985877" 2017 2018
"SRR11904538" 2018.41643835616 2018.41643835616
"SRR11904608" 2018.91780821918 2018.91780821918
"SRR11904927" 2018.83287671233 2018.83287671233
"SRR11904928" 2018.83287671233 2018.83287671233
"SRR12612443" 2019.8301369863 2019.91506849315
"SRR11698785" 2019.58082191781 2019.66301369863
"SRR11698918" 2019.41369863014 2019.49589041096
"SRR12612533" 2019.91506849315 2019.99726027397
"SRR16644423" 2019.66301369863 2019.74794520548
"SRR16644432" 2019.74794520548 2019.8301369863
"SRR16644211" 2019.24657534247 2019.32876712329
"SRR12612433" 2019.8301369863 2019.91506849315
"SRR12612447" 2019.8301369863 2019.91506849315
"SRR16999491" 2019.8301369863 2019.91506849315
"SRR12612566" 2019.74794520548 2019.8301369863
"SRR16999356" 2019.74794520548 2019.8301369863
"SRR11904851" 2018.75068493151 2018.75068493151
"SRR11904964" 2018.08767123288 2018.08767123288
"SRR9877946" 2018.49863013699 2018.49863013699
"SRR11904626" 2018.49863013699 2018.49863013699
"SRR11724205" 2019.08493150685 2019.16164383562
"SRR11724487" 2019 2019.08493150685
"SRR11724655" 2019.41369863014 2019.49589041096
"SRR11724911" 2019.41369863014 2019.49589041096
"SRR12612667" 2019.58082191781 2019.66301369863
"SRR11724717" 2019.41369863014 2019.49589041096
"SRR16999636" 2019.74794520548 2019.8301369863
"SRR16999541" 2019.66301369863 2019.74794520548
"SRR16643932" 2019.08493150685 2019.16164383562
"SRR11724642" 2019.49589041096 2019.58082191781
"SRR11724385" 2019.16164383562 2019.24657534247
"SRR11904629" 2018.49863013699 2018.49863013699
"SRR16644523" 2019.16164383562 2019.24657534247
"SRR16999446" 2019.8301369863 2019.91506849315
"SRR8171877" 2018.16438356164 2018.16438356164
"SRR11903883" 2018.49863013699 2018.49863013699
"SRR11904321" 2018.75068493151 2018.75068493151
"SRR16644430" 2019.66301369863 2019.74794520548
"SRR16999490" 2019.8301369863 2019.91506849315
"SRR16999680" 2019.8301369863 2019.91506849315
"SRR11904474" 2018.16438356164 2018.16438356164
"SRR11904652" 2018.49863013699 2018.49863013699
"SRR11904772" 2018.58356164384 2018.58356164384
"SRR11904108" 2018.00273972603 2018.00273972603
"SRR11903918" 2018.08767123288 2018.08767123288
"SRR8903267" 2018.41643835616 2018.41643835616
"SRR17188741" 2019.91506849315 2019.99726027397
"SRR16999603" 2019.66301369863 2019.74794520548
"SRR8903220" 2018.33150684932 2018.33150684932
"SRR16644232" 2019.24657534247 2019.32876712329
"SRR11903872" 2018.49863013699 2018.49863013699
"SRR11903876" 2018.49863013699 2018.49863013699
"SRR11904645" 2018.66575342466 2018.66575342466
"SRR8903265" 2018.41643835616 2018.41643835616
"SRR16999339" 2019.08493150685 2019.16164383562
"SRR8079748" 2016 2017
"SRR9985942" 2017 2018
"SRR11903892" 2018.58356164384 2018.58356164384
"SRR11698338" 2019.08493150685 2019.16164383562
"SRR8079747" 2016 2017
"SRR8079753" 2016 2017
"SRR8079761" 2016 2017
"SRR8071354" 2015 2016
"SRR9985842" 2017 2018
"SRR11904017" 2018.33150684932 2018.33150684932
"SRR11904220" 2018.75068493151 2018.75068493151
"SRR11904169" 2018.08767123288 2018.08767123288
"SRR8079756" 2016 2017
"SRR4416030" 2015 2016
"SRR11904147" 2018.08767123288 2018.08767123288
"SRR11904649" 2018.83287671233 2018.83287671233
"SRR5990366" 2015 2016
"SRR8071214" 2015 2016
"SRR9985755" 2017 2018
"SRR8071129" 2014 2015
"SRR11904026" 2018.41643835616 2018.41643835616
"SRR16999422" 2019.8301369863 2019.91506849315
"SRR8071215" 2014 2015
"SRR8071207" 2014 2015
"GCGS0406" 2013 2014
"GCGS0574" 2012 2013
"GCGS0658" 2012 2013
"GCGS0497" 2013 2014
"SRR9985660" 2017 2018
"SRR11904318" 2018.66575342466 2018.66575342466
"SRR11904320" 2018.66575342466 2018.66575342466
"SRR12612754" 2019.91506849315 2019.99726027397
"SRR9878155" 2018.58356164384 2018.58356164384
"SRR11728121" 2019.8301369863 2019.91506849315
"SRR12612523" 2019.91506849315 2019.99726027397
"SRR16999655" 2019.91506849315 2019.99726027397
"SRR16999663" 2019.91506849315 2019.99726027397
"SRR16644715" 2019.16164383562 2019.24657534247
"SRR16644203" 2019.49589041096 2019.58082191781
"SRR16999464" 2019.66301369863 2019.74794520548
"SRR16999631" 2019.58082191781 2019.66301369863
"SRR16999368" 2019.74794520548 2019.8301369863
"SRR16999564" 2019.58082191781 2019.66301369863
"SRR16999536" 2019.08493150685 2019.16164383562
"SRR16643936" 2019 2019.08493150685
"SRR16999517" 2019.8301369863 2019.91506849315
"SRR9985728" 2017 2018
"SRR9985818" 2017 2018
"SRR9985968" 2017 2018
"SRR9985907" 2017 2018
"SRR11903910" 2018.41643835616 2018.41643835616
"SRR11904064" 2018.24931506849 2018.24931506849
"SRR16644226" 2019.24657534247 2019.32876712329
"SRR11904324" 2018.66575342466 2018.66575342466
"SRR16644084" 2019.08493150685 2019.16164383562
"SRR11904311" 2018.66575342466 2018.66575342466
"SRR16644096" 2019.41369863014 2019.49589041096
"SRR16644644" 2019.49589041096 2019.58082191781
"SRR12612799" 2019.91506849315 2019.99726027397
"SRR16999420" 2019.8301369863 2019.91506849315
"SRR12612801" 2019.91506849315 2019.99726027397
"SRR16999544" 2019.66301369863 2019.74794520548
"SRR16644020" 2019.74794520548 2019.8301369863
"SRR16644526" 2019.08493150685 2019.16164383562
"SRR16999633" 2019.74794520548 2019.8301369863
"SRR5235209" 2016 2017
"SRR5235319" 2016 2017
"SRR5235210" 2016 2017
"SRR5990451" 2016 2017
"SRR11904865" 2018.75068493151 2018.75068493151
"SRR5235199" 2016 2017
"SRR5235370" 2016 2017
"SRR11904493" 2018.24931506849 2018.24931506849
"SRR8172006" 2018.00273972603 2018.00273972603
"SRR16999651" 2019.91506849315 2019.99726027397
"SRR16999678" 2019.8301369863 2019.91506849315
"SRR8071251" 2016 2017
"SRR8088116" 2016 2017
"SRR9985817" 2017 2018
"SRR11724489" 2019 2019.08493150685
"SRR11724770" 2019.66301369863 2019.74794520548
"SRR5235387" 2016 2017
"SRR16644314" 2019.41369863014 2019.49589041096
"SRR16644587" 2019.24657534247 2019.32876712329
"SRR16644334" 2019.08493150685 2019.16164383562
"SRR5235385" 2016 2017
"SRR8071410" 2016 2017
"SRR11904138" 2018.00273972603 2018.00273972603
"SRR8079757" 2016 2017
"SRR11904148" 2018.08767123288 2018.08767123288
"SRR16644210" 2019.24657534247 2019.32876712329
"SRR16644495" 2019.32876712329 2019.41369863014
"SRR16643924" 2019.16164383562 2019.24657534247
"SRR5990353" 2016 2017
"SRR16999560" 2019.8301369863 2019.91506849315
"SRR8079758" 2016 2017
"SRR5990346" 2015 2016
"SRR16644240" 2019.24657534247 2019.32876712329
"SRR16644518" 2019.58082191781 2019.66301369863
"SRR5990374" 2016 2017
"SRR8071367" 2015 2016
"SRR8079698" 2016 2017
"SRR8079759" 2016 2017
"SRR5990368" 2014 2015
"SRR5235369" 2016 2017
"SRR5235381" 2016 2017
"SRR9985653" 2017 2018
"SRR9985945" 2017 2018
"SRR5990473" 2016 2017
"SRR9985937" 2017 2018
"SRR11904039" 2018.24931506849 2018.24931506849
"SRR16644575" 2019.41369863014 2019.49589041096
"SRR11904170" 2018.83287671233 2018.83287671233
"SRR7401685" 2016 2017
"SRR5990483" 2016 2017
"SRR16999389" 2019.32876712329 2019.41369863014
"SRR8071418" 2015 2016
"SRR11904660" 2018.83287671233 2018.83287671233
"SRR16644588" 2019.24657534247 2019.32876712329
"SRR5990373" 2016 2017
"GCGS0522" 2013 2014
"SRR11903848" 2018.66575342466 2018.66575342466
"SRR11903927" 2018.41643835616 2018.41643835616
"SRR8071386" 2016 2017
"SRR8079726" 2016 2017
"SRR8079750" 2016 2017
"SRR9985623" 2017 2018
"SRR8079739" 2016 2017
"SRR8079740" 2016 2017
"SRR11904583" 2018.49863013699 2018.49863013699
"SRR11904910" 2018.91780821918 2018.91780821918
"SRR16644199" 2019.49589041096 2019.58082191781
"SRR16644202" 2019.49589041096 2019.58082191781
"SRR16999344" 2019.8301369863 2019.91506849315
"SRR16644204" 2019.41369863014 2019.49589041096
"SRR16999462" 2019.66301369863 2019.74794520548
"SRR16999647" 2019.91506849315 2019.99726027397
"SRR16999558" 2019.08493150685 2019.16164383562
"SRR8079730" 2016 2017
"SRR11904537" 2018.49863013699 2018.49863013699
"SRR7401679" 2016 2017
"SRR9985659" 2017 2018
"SRR8079706" 2016 2017
"SRR8079708" 2016 2017
"SRR8079734" 2016 2017
"SRR8079745" 2016 2017
"SRR8071076" 2015 2016
"SRR8071125" 2015 2016
"SRR8071158" 2015 2016
"SRR8071126" 2015 2016
"SRR8079744" 2016 2017
"SRR8071007" 2015 2016
"SRR9985674" 2017 2018
"SRR11904490" 2018.33150684932 2018.33150684932
"SRR11724449" 2019.58082191781 2019.66301369863
"SRR11724485" 2019.49589041096 2019.58082191781
"SRR16644083" 2019.08493150685 2019.16164383562
"SRR16644659" 2019.49589041096 2019.58082191781
"SRR11724637" 2019.49589041096 2019.58082191781
"SRR12612804" 2019.91506849315 2019.99726027397
"SRR16999460" 2019.66301369863 2019.74794520548
"SRR16999341" 2019.66301369863 2019.74794520548
"SRR11724940" 2019.41369863014 2019.49589041096
"SRR8171878" 2018.16438356164 2018.16438356164
"SRR16643966" 2019.49589041096 2019.58082191781
"SRR17188737" 2019.91506849315 2019.99726027397
"SRR7401673" 2016 2017
"SRR8079735" 2016 2017
"SRR8079736" 2016 2017
"SRR16644455" 2019.41369863014 2019.49589041096
"SRR16644015" 2019.32876712329 2019.41369863014
"SRR7401671" 2016 2017
"SRR11904013" 2018.33150684932 2018.33150684932
"SRR7401684" 2016 2017
"SRR8079724" 2016 2017
"SRR8079705" 2016 2017
"SRR8079742" 2016 2017
"SRR8171949" 2017 2018
"SRR9985946" 2017 2018
"SRR9985634" 2017 2018
"SRR9985639" 2017 2018
"SRR9985636" 2017 2018
"SRR8079755" 2016 2017
"SRR9985637" 2017 2018
"SRR9985922" 2017 2018
"SRR9985640" 2017 2018
"SRR7401668" 2016 2017
"SRR8071336" 2015 2016
"SRR8071369" 2015 2016
"SRR8079771" 2015 2016
"GCGS0575" 2013 2014
"SRR9985586" 2017 2018
"SRR9985717" 2017 2018
"SRR9985758" 2017 2018
"SRR8833683" 2018.16438356164 2018.16438356164
"SRR12612836" 2019.74794520548 2019.8301369863
"SRR16643952" 2019.58082191781 2019.66301369863
"SRR11904230" 2018.83287671233 2018.83287671233
"SRR11904605" 2018.83287671233 2018.83287671233
"SRR16644401" 2019.08493150685 2019.16164383562
"SRR16644680" 2019 2019.08493150685
"SRR9985619" 2017 2018
"SRR9985716" 2017 2018
"SRR9985754" 2017 2018
"SRR9985927" 2017 2018
"SRR9985718" 2017 2018
"SRR9985614" 2017 2018
"SRR9985788" 2017 2018
"SRR11698468" 2019.49589041096 2019.58082191781
"SRR16999424" 2019.8301369863 2019.91506849315
"SRR11903865" 2018.49863013699 2018.49863013699
"SRR11904150" 2018.91780821918 2018.91780821918
"SRR16644422" 2019.66301369863 2019.74794520548
"SRR16643948" 2019.08493150685 2019.16164383562
"SRR16644268" 2019.58082191781 2019.66301369863
"SRR11903869" 2018.49863013699 2018.49863013699
"SRR9985714" 2017 2018
"SRR9985782" 2017 2018
"SRR8903131" 2018.41643835616 2018.41643835616
"SRR8903156" 2018.41643835616 2018.41643835616
"SRR16644711" 2019.16164383562 2019.24657534247
"SRR11904151" 2018.91780821918 2018.91780821918
"SRR16644442" 2019.08493150685 2019.16164383562
"SRR16644029" 2019.74794520548 2019.8301369863
"SRR16999475" 2019.8301369863 2019.91506849315
"SRR16643938" 2019.08493150685 2019.16164383562
"SRR16644032" 2019.74794520548 2019.8301369863
"SRR16999412" 2019.91506849315 2019.99726027397
"SRR16644708" 2019.16164383562 2019.24657534247
"SRR8903272" 2018.33150684932 2018.33150684932
"SRR8071050" 2016 2017
"SRR8833681" 2018.00273972603 2018.00273972603
"SRR9985692" 2017 2018
"SRR9985940" 2017 2018
"SRR9985697" 2017 2018
"SRR11904409" 2018.58356164384 2018.58356164384
"SRR9985780" 2017 2018
"SRR9985825" 2017 2018
"SRR9985828" 2017 2018
"SRR9985781" 2017 2018
"SRR8833418" 2018.00273972603 2018.00273972603
"SRR8833682" 2018.00273972603 2018.00273972603
"SRR16643926" 2019.08493150685 2019.16164383562
"SRR11904765" 2018.08767123288 2018.08767123288
"SRR9985652" 2017 2018
"SRR9985657" 2017 2018
"SRR11904426" 2018.58356164384 2018.58356164384
"SRR16999483" 2019.8301369863 2019.91506849315
"SRR11904738" 2018.91780821918 2018.91780821918
"SRR16644124" 2019.32876712329 2019.41369863014
"SRR16644387" 2019.58082191781 2019.66301369863
"SRR12612740" 2019.58082191781 2019.66301369863
"SRR16644333" 2019.08493150685 2019.16164383562
"SRR16644132" 2019.58082191781 2019.66301369863
"SRR16999399" 2019.58082191781 2019.66301369863
"SRR16644578" 2019.41369863014 2019.49589041096
"SRR11904481" 2018.41643835616 2018.41643835616
"SRR11724680" 2019.58082191781 2019.66301369863
"SRR16999582" 2019.74794520548 2019.8301369863
"SRR11698990" 2019.41369863014 2019.49589041096
"SRR16644023" 2019.74794520548 2019.8301369863
"SRR16644453" 2019.41369863014 2019.49589041096
"SRR16999740" 2019.91506849315 2019.99726027397
"SRR11904157" 2018.91780821918 2018.91780821918
"SRR8079729" 2016 2017
"SRR11904156" 2018.91780821918 2018.91780821918
"SRR16644632" 2019.66301369863 2019.74794520548
"SRR17188738" 2019.74794520548 2019.8301369863
"SRR16644178" 2019.32876712329 2019.41369863014
"SRR16644277" 2019.58082191781 2019.66301369863
"SRR16644505" 2019.41369863014 2019.49589041096
"SRR11698198" 2019 2019.08493150685
"SRR16644431" 2019.08493150685 2019.16164383562
"SRR16644346" 2019.16164383562 2019.24657534247
"SRR16644687" 2019.32876712329 2019.41369863014
"SRR16644273" 2019.58082191781 2019.66301369863
"SRR8833598" 2018.08767123288 2018.08767123288
"SRR9985615" 2017 2018
"SRR8079719" 2016 2017
"SRR9985616" 2017 2018
"SRR8079710" 2016 2017
"SRR11904535" 2018.66575342466 2018.66575342466
"SRR16999426" 2019.08493150685 2019.16164383562
"SRR16644481" 2019 2019.08493150685
"SRR12612355" 2019.8301369863 2019.91506849315
"SRR16999753" 2019.91506849315 2019.99726027397
"SRR16999342" 2019.66301369863 2019.74794520548
"SRR11904594" 2018.58356164384 2018.58356164384
"SRR11904773" 2018.58356164384 2018.58356164384
"SRR11904862" 2018.75068493151 2018.75068493151
"SRR16999676" 2019.8301369863 2019.91506849315
"SRR16644521" 2019.41369863014 2019.49589041096
"SRR11904930" 2018.83287671233 2018.83287671233
"SRR16999331" 2019.16164383562 2019.24657534247
"SRR16999734" 2019.08493150685 2019.16164383562
"SRR8079709" 2016 2017
"SRR11904109" 2018.00273972603 2018.00273972603
"SRR9985860" 2017 2018
"SRR9985656" 2017 2018
"SRR9985911" 2017 2018
"SRR9985938" 2017 2018
"SRR11904558" 2018.91780821918 2018.91780821918
"SRR8079762" 2016 2017
"SRR11904206" 2018.75068493151 2018.75068493151
"SRR11904798" 2018.91780821918 2018.91780821918
"SRR9877739" 2018.83287671233 2018.83287671233
"SRR8172309" 2018.00273972603 2018.00273972603
"SRR16644697" 2019.16164383562 2019.24657534247
"SRR11904440" 2018.58356164384 2018.58356164384
"SRR9877779" 2018.66575342466 2018.66575342466
"SRR11724731" 2019 2019.08493150685
"SRR11725192" 2019 2019.08493150685
"SRR11724999" 2019.08493150685 2019.16164383562
"SRR8079738" 2016 2017
"SRR11904392" 2018.58356164384 2018.58356164384
"SRR16644400" 2019.66301369863 2019.74794520548
"SRR8079701" 2016 2017
"SRR8079754" 2016 2017
"SRR16644299" 2019.41369863014 2019.49589041096
"SRR8079700" 2016 2017
"SRR8079723" 2016 2017
"SRR9985839" 2017 2018
"SRR9985713" 2017 2018
"SRR9985752" 2017 2018
"SRR9985870" 2017 2018
"SRR11904610" 2018.91780821918 2018.91780821918
"SRR16999373" 2019.08493150685 2019.16164383562
"SRR11904617" 2018.41643835616 2018.41643835616
"SRR9985943" 2017 2018
"SRR9985620" 2017 2018
"SRR11724363" 2019.24657534247 2019.32876712329
"SRR16644126" 2019.58082191781 2019.66301369863
"SRR11724879" 2019 2019.08493150685
"SRR16643972" 2019.32876712329 2019.41369863014
"SRR16644260" 2019.49589041096 2019.58082191781
"SRR16644448" 2019.58082191781 2019.66301369863
"SRR16999416" 2019.91506849315 2019.99726027397
"SRR9985654" 2017 2018
"SRR8079718" 2016 2017
"SRR9985677" 2017 2018
"SRR8079699" 2016 2017
"SRR8079725" 2016 2017
"SRR12612749" 2019.91506849315 2019.99726027397
"SRR8329848" 2017 2018
"SRR11904886" 2018.75068493151 2018.75068493151
"SRR11904887" 2018.75068493151 2018.75068493151
"SRR11904913" 2018.91780821918 2018.91780821918
"SRR9877918" 2018.75068493151 2018.75068493151
"SRR11904600" 2018.58356164384 2018.58356164384
"SRR16644181" 2019.24657534247 2019.32876712329
"SRR9985726" 2017 2018
"SRR9985739" 2017 2018
"SRR8079722" 2016 2017
"SRR5235262" 2016 2017
"SRR8071022" 2015 2016
"SRR8079760" 2016 2017
"SRR8079713" 2016 2017
"SRR8079714" 2016 2017
"SRR8079716" 2016 2017
"SRR8079717" 2016 2017
"SRR8071370" 2014 2015
"SRR8071033" 2015 2016
"SRR9985644" 2017 2018
"SRR11724686" 2019.66301369863 2019.74794520548
"SRR7401682" 2016 2017
"SRR8071181" 2015 2016
"GCGS0118" 2010 2011
"GCGS0436" 2010 2011
